Source,year,month,month total,treat1,post1,treat2,post2,treat3,post3,count_citizens,income,population,unemployment rate,excahnge rate,Visa,Asia,North_America,South_America,Africa,Europe,Oceania
Mexico,2016,2,16,0,0,0,0,0,0,10750,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,3,17,0,0,0,0,0,0,22005,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,4,18,0,0,0,0,0,0,17236,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,5,19,0,0,0,0,0,0,17962,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,6,20,0,0,0,0,0,0,28026,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,7,21,0,0,0,0,0,0,39720,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,8,22,0,0,0,0,0,0,26895,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,9,23,0,0,0,0,0,0,21226,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,10,24,0,0,0,0,0,0,13757,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,11,25,0,1,0,0,0,0,11404,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2016,12,26,0,1,0,0,0,0,30268,8450.49401,121519221.00 ,3.90%,14.03 ,1 ,0,1,0,0,0,0
Mexico,2017,1,27,0,1,0,0,0,0,19422,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,2,28,0,1,0,1,0,0,18085,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,3,29,0,1,0,1,0,0,22065,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,4,30,0,1,0,1,0,0,38200,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,5,31,0,1,0,1,0,0,31702,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,6,32,0,1,0,1,0,1,45697,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,7,33,0,1,0,1,0,1,62712,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,8,34,0,1,0,1,0,1,41501,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
Mexico,2017,9,35,0,1,0,1,0,1,32377,8910.333177,122839258.00 ,3.40%,14.56 ,1 ,0,1,0,0,0,0
France,2014,11,1,0,0,0,0,0,0,18697,43008.65257,63588491.00 ,10.30%,0.68 ,0 ,0,0,0,0,1,0
France,2014,12,2,0,0,0,0,0,0,31615,43008.65257,63588491.00 ,10.30%,0.68 ,0 ,0,0,0,0,1,0
France,2015,1,3,0,0,0,0,0,0,21109,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,2,4,0,0,0,0,0,0,29528,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,3,5,0,0,0,0,0,0,20647,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,4,6,0,0,0,0,0,0,29747,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,5,7,0,0,0,0,0,0,40878,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,6,8,0,0,0,0,0,0,49644,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,7,9,0,0,0,0,0,0,76712,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,8,10,0,0,0,0,0,0,82351,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,9,11,0,0,0,0,0,0,64701,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,10,12,0,0,0,0,0,0,43267,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,11,13,0,0,0,0,0,0,18046,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2015,12,14,0,0,0,0,0,0,30997,36613.37522,63809769.00 ,10.40%,0.70 ,0 ,0,0,0,0,1,0
France,2016,1,15,0,0,0,0,0,0,22282,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,2,16,0,0,0,0,0,0,31343,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,3,17,0,0,0,0,0,0,21241,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,4,18,0,0,0,0,0,0,30126,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,5,19,0,0,0,0,0,0,40529,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,6,20,0,0,0,0,0,0,52556,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,7,21,0,0,0,0,0,0,90358,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,8,22,0,0,0,0,0,0,91261,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,9,23,0,0,0,0,0,0,63372,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,10,24,0,0,0,0,0,0,50444,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,11,25,0,1,0,0,0,0,20763,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2016,12,26,0,1,0,0,0,0,37834,36870.21913,63989319.00 ,10.10%,0.68 ,0 ,0,0,0,0,1,0
France,2017,1,27,0,1,0,0,0,0,23172,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,2,28,0,1,0,1,0,0,32476,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,3,29,0,1,0,1,0,0,27380,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,4,30,0,1,0,1,0,0,32699,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,5,31,0,1,0,1,0,0,38577,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,6,32,0,1,0,1,0,1,50004,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,7,33,0,1,0,1,0,1,96865,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,8,34,0,1,0,1,0,1,102426,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
France,2017,9,35,0,1,0,1,0,1,66749,38476.65864,64144086.00 ,9.40%,0.68 ,0 ,0,0,0,0,1,0
Germany,2014,11,1,0,0,0,0,0,0,12210,48042.56343,81858825.00 ,5.00%,0.68 ,0 ,0,0,0,0,1,0
Germany,2014,12,2,0,0,0,0,0,0,13360,48042.56343,81858825.00 ,5.00%,0.68 ,0 ,0,0,0,0,1,0
Germany,2015,1,3,0,0,0,0,0,0,11025,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,2,4,0,0,0,0,0,0,12122,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,3,5,0,0,0,0,0,0,15154,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,4,6,0,0,0,0,0,0,16792,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,5,7,0,0,0,0,0,0,34813,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,6,8,0,0,0,0,0,0,40027,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,7,9,0,0,0,0,0,0,47211,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,8,10,0,0,0,0,0,0,57136,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,9,11,0,0,0,0,0,0,53251,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,10,12,0,0,0,0,0,0,27785,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,11,13,0,0,0,0,0,0,14107,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2015,12,14,0,0,0,0,0,0,14293,41323.9215,82073226.00 ,4.60%,0.70 ,0 ,0,0,0,0,1,0
Germany,2016,1,15,0,0,0,0,0,0,11801,41323.9215,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,2,16,0,0,0,0,0,0,12713,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,3,17,0,0,0,0,0,0,18005,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,4,18,0,0,0,0,0,0,18288,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,5,19,0,0,0,0,0,0,36011,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,6,20,0,0,0,0,0,0,41132,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,7,21,0,0,0,0,0,0,57243,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,8,22,0,0,0,0,0,0,61597,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,9,23,0,0,0,0,0,0,57587,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,10,24,0,0,0,0,0,0,36059,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,11,25,0,1,0,0,0,0,14478,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2016,12,26,0,1,0,0,0,0,16923,42232.57421,82331423.00 ,4.10%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,1,27,0,1,0,0,0,0,11980,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,2,28,0,1,0,1,0,0,13191,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,3,29,0,1,0,1,0,0,18771,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,4,30,0,1,0,1,0,0,26262,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,5,31,0,1,0,1,0,0,34449,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,6,32,0,1,0,1,0,1,47665,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,7,33,0,1,0,1,0,1,58722,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,8,34,0,1,0,1,0,1,68219,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Germany,2017,9,35,0,1,0,1,0,1,64241,44469.90906,82624374.00 ,3.80%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2014,11,1,0,0,0,0,0,0,2323,55412.9286,4622167.00 ,11.90%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2014,12,2,0,0,0,0,0,0,3273,55412.9286,4622167.00 ,11.90%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2015,1,3,0,0,0,0,0,0,2257,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,2,4,0,0,0,0,0,0,2055,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,3,5,0,0,0,0,0,0,3513,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,4,6,0,0,0,0,0,0,3609,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,5,7,0,0,0,0,0,0,5832,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,6,8,0,0,0,0,0,0,8906,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,7,9,0,0,0,0,0,0,7450,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,8,10,0,0,0,0,0,0,7484,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,9,11,0,0,0,0,0,0,7193,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,10,12,0,0,0,0,0,0,4996,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,11,13,0,0,0,0,0,0,2467,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2015,12,14,0,0,0,0,0,0,3416,61807.67037,4665760.00 ,9.90%,0.70 ,0 ,0,0,0,0,1,0
Ireland,2016,1,15,0,0,0,0,0,0,2195,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,2,16,0,0,0,0,0,0,2067,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,3,17,0,0,0,0,0,0,3112,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,4,18,0,0,0,0,0,0,2692,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,5,19,0,0,0,0,0,0,5848,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,6,20,0,0,0,0,0,0,9131,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,7,21,0,0,0,0,0,0,8423,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,8,22,0,0,0,0,0,0,7910,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,9,23,0,0,0,0,0,0,7206,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,10,24,0,0,0,0,0,0,4569,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,11,25,0,1,0,0,0,0,2553,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2016,12,26,0,1,0,0,0,0,3908,64100.42995,4715788.00 ,8.40%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,1,27,0,1,0,0,0,0,3060,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,2,28,0,1,0,1,0,0,2296,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,3,29,0,1,0,1,0,0,2895,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,4,30,0,1,0,1,0,0,5095,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,5,31,0,1,0,1,0,0,5347,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,6,32,0,1,0,1,0,1,8758,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,7,33,0,1,0,1,0,1,10263,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,8,34,0,1,0,1,0,1,8423,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Ireland,2017,9,35,0,1,0,1,0,1,8631,69330.69015,4771854.00 ,6.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2014,11,1,0,0,0,0,0,0,5467,35396.66572,60322791.00 ,12.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2014,12,2,0,0,0,0,0,0,7032,35396.66572,60322791.00 ,12.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2015,1,3,0,0,0,0,0,0,5184,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,2,4,0,0,0,0,0,0,4296,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,3,5,0,0,0,0,0,0,5054,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,4,6,0,0,0,0,0,0,7047,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,5,7,0,0,0,0,0,0,9292,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,6,8,0,0,0,0,0,0,14375,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,7,9,0,0,0,0,0,0,19766,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,8,10,0,0,0,0,0,0,28422,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,9,11,0,0,0,0,0,0,13326,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,10,12,0,0,0,0,0,0,8484,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,11,13,0,0,0,0,0,0,5672,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2015,12,14,0,0,0,0,0,0,7504,30180.32151,60232906.00 ,11.90%,0.70 ,0 ,0,0,0,0,1,0
Italy,2016,1,15,0,0,0,0,0,0,5579,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,2,16,0,0,0,0,0,0,4049,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,3,17,0,0,0,0,0,0,4723,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,4,18,0,0,0,0,0,0,6593,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,5,19,0,0,0,0,0,0,9154,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,6,20,0,0,0,0,0,0,15307,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,7,21,0,0,0,0,0,0,23062,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,8,22,0,0,0,0,0,0,33162,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,9,23,0,0,0,0,0,0,14618,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,10,24,0,0,0,0,0,0,10081,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,11,25,0,1,0,0,0,0,5261,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2016,12,26,0,1,0,0,0,0,6525,30668.98143,60118626.00 ,11.70%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,1,27,0,1,0,0,0,0,4467,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,2,28,0,1,0,1,0,0,3489,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,3,29,0,1,0,1,0,0,5236,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,4,30,0,1,0,1,0,0,6617,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,5,31,0,1,0,1,0,0,8071,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,6,32,0,1,0,1,0,1,15292,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,7,33,0,1,0,1,0,1,21663,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,8,34,0,1,0,1,0,1,36970,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Italy,2017,9,35,0,1,0,1,0,1,15291,31952.97592,60004032.00 ,11.20%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2014,11,1,0,0,0,0,0,0,3879,52157.40687,16954081.00 ,7.40%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2014,12,2,0,0,0,0,0,0,5072,52157.40687,16954081.00 ,7.40%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2015,1,3,0,0,0,0,0,0,3323,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,2,4,0,0,0,0,0,0,3505,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,3,5,0,0,0,0,0,0,3866,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,4,6,0,0,0,0,0,0,5723,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,5,7,0,0,0,0,0,0,13255,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,6,8,0,0,0,0,0,0,14881,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,7,9,0,0,0,0,0,0,26566,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,8,10,0,0,0,0,0,0,16939,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,9,11,0,0,0,0,0,0,13893,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,10,12,0,0,0,0,0,0,8294,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,11,13,0,0,0,0,0,0,4555,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2015,12,14,0,0,0,0,0,0,5704,44746.33405,17041107.00 ,6.90%,0.70 ,0 ,0,0,0,0,1,0
Netherlands,2016,1,15,0,0,0,0,0,0,4055,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,2,16,0,0,0,0,0,0,4044,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,3,17,0,0,0,0,0,0,4626,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,4,18,0,0,0,0,0,0,7465,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,5,19,0,0,0,0,0,0,14745,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,6,20,0,0,0,0,0,0,14449,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,7,21,0,0,0,0,0,0,29557,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,8,22,0,0,0,0,0,0,21430,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,9,23,0,0,0,0,0,0,15997,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,10,24,0,0,0,0,0,0,10137,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,11,25,0,1,0,0,0,0,4727,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2016,12,26,0,1,0,0,0,0,5552,45637.88675,17124505.00 ,6.00%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,1,27,0,1,0,0,0,0,4346,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,2,28,0,1,0,1,0,0,5386,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,3,29,0,1,0,1,0,0,5544,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,4,30,0,1,0,1,0,0,9491,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,5,31,0,1,0,1,0,0,14562,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,6,32,0,1,0,1,0,1,16891,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,7,33,0,1,0,1,0,1,30373,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,8,34,0,1,0,1,0,1,20719,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Netherlands,2017,9,35,0,1,0,1,0,1,16445,48223.15549,17207198.00 ,4.80%,0.68 ,0 ,0,0,0,0,1,0
Russia,2014,11,1,0,0,0,0,0,0,1263,14125.90873,144285070.00 ,5.20%,34.89 ,1 ,0,0,0,0,1,0
Russia,2014,12,2,0,0,0,0,0,0,1955,14125.90873,144285070.00 ,5.20%,34.89 ,1 ,0,0,0,0,1,0
Russia,2015,1,3,0,0,0,0,0,0,1523,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,2,4,0,0,0,0,0,0,1011,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,3,5,0,0,0,0,0,0,1114,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,4,6,0,0,0,0,0,0,1241,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,5,7,0,0,0,0,0,0,1499,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,6,8,0,0,0,0,0,0,2526,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,7,9,0,0,0,0,0,0,3019,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,8,10,0,0,0,0,0,0,2543,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
Russia,2015,9,11,0,0,0,0,0,0,1884,9346.61636,144668389.00 ,5.60%,47.61 ,1 ,0,0,0,0,1,0
